url,status,title,description,description_length,has_og_image,has_og_title,has_og_description,has_canonical,canonical_matches,has_article_schema,has_h1,h1_count,word_count,outbound_links,internal_links,has_bluf_or_tldr,issues,priority_score
https://app.chinmayarora.com/,200,Chinmay Arora | Data Scientist & Applied AI Engineer,"Chinmay Arora builds reliable analytics, machine-learning, retrieval, and responsible-AI systems for operational and high-trust decisions.",138,True,True,True,True,True,False,True,1,1784,4,34,False,,0
https://app.chinmayarora.com/blog/,200,Brain Vomit | Chinmay Arora,"Brain Vomit is Chinmay Arora's technical blog for data science experiments, AI engineering case studies, governance systems, evidence audits, and active project research.",170,True,True,True,True,True,False,True,1,3312,0,67,False,,0
https://app.chinmayarora.com/experience/,200,Experience | Chinmay Arora,"Professional experience and education for Chinmay Arora across AI engineering, AI governance, responsible data science, analytics engineering, BI, and research work.",165,True,True,True,True,True,False,True,1,37,0,10,False,,0
https://app.chinmayarora.com/projects/,200,Projects | Chinmay Arora,"Selected AI engineering, responsible ML, analytics engineering, governance, BI, RAG, and product work by Chinmay Arora, with public repos and safe deployment links where available.",180,True,True,True,True,True,False,True,1,65,0,10,False,,0
https://app.chinmayarora.com/ideas/,200,Product and Venture Lab | Chinmay Arora,"Chinmay Arora's product and venture lab: honestly staged theses, problem explorations, prototypes, and archived product directions.",131,True,True,True,True,True,False,True,1,2109,21,20,False,,0
https://app.chinmayarora.com/coursework/,200,Coursework | Chinmay Arora,"Coursework projects by Chinmay Arora with objectives, datasets, methods, and deliverables summarized in article-style format.",125,True,True,True,True,True,False,True,1,223,1,10,False,,0
https://app.chinmayarora.com/reports/,200,Project Reports | Chinmay Arora,"Long-form project reports by Chinmay Arora covering context, decisions, evaluation, and outcomes across analytics and AI work.",126,True,True,True,True,True,False,True,1,46,0,10,False,,0
https://app.chinmayarora.com/ideas/aegis-ai-strategy/,200,Aegis AI Governance & Readiness - Chinmay Arora,"Aegis is Chinmay Arora's AI governance and readiness workstream: readiness scorecards, risk registers, human-review gates, audit evidence, monitoring, and deployable assessment surfaces.",186,True,True,True,True,True,False,True,1,289,3,11,False,,0
https://app.chinmayarora.com/ideas/public-infrastructure-copilot/,200,Public Infrastructure Copilot - Chinmay Arora,Public Infrastructure Copilot is a GovTech venture concept focused on turning fragmented operational signals into ranked infrastructure decisions.,146,True,True,True,True,True,False,True,1,48,0,1,False,,0
https://app.chinmayarora.com/ideas/compliance-twin/,200,Compliance Twin - Chinmay Arora,"Compliance Twin is a venture concept for mapping controls, evidence, and obligations into a more traceable compliance operating system.",135,True,True,True,True,True,False,True,1,49,0,1,False,,0
https://app.chinmayarora.com/ideas/operator-memory-cloud/,200,Operator Memory Cloud - Chinmay Arora,"Operator Memory Cloud is a venture concept for preserving decisions, workflows, and execution context across fast-moving startup teams.",135,True,True,True,True,True,False,True,1,51,0,1,False,,0
https://app.chinmayarora.com/ideas/civic-procurement-graph/,200,Civic Procurement Graph - Chinmay Arora,"Civic Procurement Graph is a procurement intelligence concept for organizing bids, vendors, contracts, and agency activity into a searchable market map.",152,True,True,True,True,True,False,True,1,48,0,1,False,,0
https://app.chinmayarora.com/ideas/research-commercialization-studio/,200,Research Commercialization Studio - Chinmay Arora,"Research Commercialization Studio is a venture concept for turning academic research into commercialization briefs, prototypes, and startup narratives.",151,True,True,True,True,True,False,True,1,51,0,1,False,,0
https://app.chinmayarora.com/ideas/visual-overlay-ai/,200,"Visual Overlay AI for Shopping, Grooming, and Guided Personal Interfaces | Chinmay Arora","A lab-stage exploration of personal visual overlay interfaces for try-on, grooming guidance, and mirror-like AI coaching.",121,True,True,True,True,True,False,True,1,1252,0,4,False,,0
https://app.chinmayarora.com/ideas/ad-delivery-systems/,200,"Ad Delivery Systems, Attention Capture, and Platform-Controlled Entertainment Economies | Chinmay Arora","A research exploration into how recommendation systems, modular entertainment, and platform-controlled ad delivery could reshape creator and media economics.",157,True,True,True,True,True,False,True,1,1148,0,4,False,,0
https://app.chinmayarora.com/blog/financial-balance-sheet-rag/,200,Financial Balance-Sheet RAG: Building Citation-Grounded Document Intelligence | Chinmay Arora,"A financial document RAG case study showing how FinBizInfo combines OCR, retrieval, structured extraction, ratio checks, and source citations for reviewable balance-sheet analysis.",180,True,True,True,True,True,True,True,1,1801,13,12,True,,0
https://app.chinmayarora.com/blog/ronaldo-impact/,200,"Cristiano Ronaldo and Portugal: Impact, Tradeoffs, and the Context Problem in Football Data | Chinmay Arora","A Ronaldo-Portugal football analytics note using public event data, World Cup examples, physical-output reporting, screenshot-bias framing, and tactical AI to show why incomplete context is incomplete data.",206,True,True,True,True,True,True,True,1,5890,3,9,True,,0
https://app.chinmayarora.com/blog/data-science-career-audit/,200,Data Science as a Career Was Made Up. The Work Was Not. | Chinmay Arora,A source-backed descriptive audit of data science as a labor-market category — real BLS/HAI/McKinsey/WEF figures plus 700k+ real job postings — separating the synthetic job title from the durable work.,201,True,True,True,True,True,True,True,1,4023,5,9,True,,0
https://app.chinmayarora.com/blog/satiation-adjusted/,200,"The Satiation-Adjusted Serving System: Nutrition Labels Built Around Real Meals, Not Legal Portions | Chinmay Arora","A research exploration of replacing static nutrition serving sizes with satiation-adjusted meal units that better reflect how adults eat, compare foods, and interpret nutrition labels.",184,True,True,True,True,True,True,True,1,2779,9,9,True,,0
https://app.chinmayarora.com/blog/cultural-impact-media/,200,"Measuring the Cultural Impact of Media: From Dialogue to Tourism, Fashion, Food, and Public Opinion | Chinmay Arora","A research exploration of a data science system that measures how films, shows, games, and viral media reshape culture through language, fashion, tourism, food, search behavior, and online discourse.",199,True,True,True,True,True,True,True,1,3016,9,9,True,,0
https://app.chinmayarora.com/blog/ai-human-imperfection/,200,AI and Human Imperfection: Detecting the Pattern Breakers | Chinmay Arora,"A research exploration of an AI-human authenticity system that treats imperfection not as noise, but as cultural, linguistic, and creative evidence for provenance-aware evaluation.",180,True,True,True,True,True,True,True,1,3223,9,9,True,,0
https://app.chinmayarora.com/blog/ai-forecast-numbers/,200,Where Do the AI Numbers Actually Come From? Opening the Models Behind the Forecasts | Chinmay Arora,"A data scientist opens the machinery behind large AI revenue forecasts, stress-tests the SpaceX $322B projection against its own filings, and asks whether past forecasts actually held up.",187,True,True,True,True,True,True,True,1,3666,3,9,True,,0
https://app.chinmayarora.com/blog/ai-governance-privacy-trust-layer/,200,AI Governance and Privacy: Building the Trust Layer for High-Risk AI Adoption | Chinmay Arora,"A practical AI governance framework for privacy, vendor risk, human oversight, and audit evidence, showing how Aegis turns responsible AI principles into reviewable deployment decisions.",186,True,True,True,True,True,True,True,1,4576,9,12,True,,0
https://app.chinmayarora.com/blog/simulation-engineering-ai/,200,Simulation Engineering AI: Testing Decisions Before Reality Gets Expensive | Chinmay Arora,"A technical framework for using AI, proxy data, synthetic environments, and simulation loops to test high-friction decisions before committing capital, time, or operational risk.",178,True,True,True,True,True,True,True,1,2449,3,14,True,,0
https://app.chinmayarora.com/blog/text-to-ar-human-centered-standard/,200,From Text to AR: Designing a Human-Centered Standard for Ambient Interfaces | Chinmay Arora,"A technical and product framework for converting text-based information into augmented reality overlays for restaurants, games, public spaces, and everyday interfaces.",167,True,True,True,True,True,True,True,1,2228,3,13,True,,0
https://app.chinmayarora.com/blog/american-media-global-power-correlation/,200,"American Media and Global Power: A Correlational Study of Culture, Influence, and Superpower Rise | Chinmay Arora","A research framework for studying whether American media dominance caused global U.S. influence, or whether U.S. geopolitical power enabled the global spread of American media.",176,True,True,True,True,True,True,True,1,2621,3,13,True,,0
https://app.chinmayarora.com/blog/tracking-ai-generated-content/,200,"Tracking AI-Generated Content: Simple, Practical Systems for Text, Images, Code, and Execution Patterns | Chinmay Arora","A practical research framework for tracking AI-generated content across text, images, code, and execution workflows using metadata, provenance, watermarking, behavioral fingerprints, and platform-level screening.",212,True,True,True,True,True,True,True,1,2418,3,13,True,,0
https://app.chinmayarora.com/blog/project-restub-enactus-social-entrepreneurship/,200,Project Restub: Turning Cigarette Waste into Bricks Through Social Entrepreneurship | Chinmay Arora,"A reflection on Project Restub, an Enactus SRM initiative I brainstormed and led during undergrad, focused on converting cigarette butt waste into usable bricks with local brick workers.",186,True,True,True,True,True,True,True,1,2922,5,14,True,,0
https://app.chinmayarora.com/blog/signalgraph-github-fake-star-economy/,200,SignalGraph: Replacing GitHub’s Fake Star Economy with Credibility-Adjusted OSS Signals | Chinmay Arora,"SignalGraph is a GitHub fake stars detection framework that combines anomaly signals, coordination graphs, and repository health to produce credibility-adjusted open-source diligence.",183,True,True,True,True,True,True,True,1,2472,20,12,True,,0
https://app.chinmayarora.com/blog/success-directory-decision-intelligence/,200,"The Success Directory: A Decision Intelligence Framework for High-Stakes, Ambiguous Choices | Chinmay Arora","A technical framework for a Decision-as-a-Service platform that helps users navigate ambiguous, high-stakes decisions by surfacing structured reference classes, heuristic lenses, and honest calibration — without the fake math.",226,True,True,True,True,True,True,True,1,2047,3,9,True,,0
https://app.chinmayarora.com/blog/beyond-the-attention-economy/,200,"Beyond the Attention Economy: Rebuilding Reward Around Contribution, Trust, and Real-World Outcomes | Chinmay Arora","A strategic framework for rethinking the modern attention economy and imagining a post-attention system where AI, trust, and real-world contribution matter more than visibility alone.",183,True,True,True,True,True,True,True,1,3683,3,12,True,,0
